iter	RMSE
352	4715.247379
353	4709.498005
354	4706.304676
355	4705.1675
356	4703.002462
357	4702.560578
358	4701.507901
359	4701.073447
360	4700.548231
361	4698.781898
362	4697.445931
363	4695.875571
364	4693.024225
365	4685.087861
366	4684.693923
367	4679.49065
368	4676.612502
369	4675.797611
370	4673.802718
371	4671.095724
372	4668.347806
373	4664.827121
374	4657.679463
375	4650.343378
376	4644.862203
377	4644.404808
378	4643.379025
379	4642.845949
380	4642.432398
381	4641.465471
382	4640.528558
383	4633.644829
384	4628.346633
385	4623.351743
386	4616.895991
387	4611.021836
388	4608.232968
389	4607.739934
390	4605.907133
391	4600.856928
392	4594.395046
393	4591.191381
394	4590.709173
395	4584.568534
396	4580.067439
397	4579.669946
398	4579.202873
399	4575.909152
400	4575.603739
401	4575.239216
402	4569.432309
403	4569.154457
404	4566.158246
405	4565.100628
406	4564.240891
407	4558.877367
408	4558.456044
409	4557.830409
410	4554.697344
411	4554.375743
412	4553.561337
413	4546.84549
414	4546.052904
415	4543.582534
416	4543.318173
417	4541.755077
418	4541.371694
419	4540.585768
420	4534.531446
421	4528.914968
422	4524.8783
423	4524.006145
424	4523.716282
425	4523.434552
426	4517.309747
427	4517.012438
428	4516.176844
429	4515.947907
430	4515.684492
431	4514.07587
432	4513.200267
433	4512.866708
434	4511.993374
435	4510.219011
436	4505.646006
437	4502.675195
438	4497.206813
439	4496.687391
440	4496.220378
441	4495.461529
442	4494.837328
443	4488.250088
444	4485.918102
445	4485.132414
446	4484.828887
447	4482.597083
448	4482.368543
449	4476.816267
450	4476.523935
451	4471.219043
452	4470.461056
453	4469.740075
454	4464.757663
455	4464.532731
456	4464.257399
457	4461.462116
458	4458.273033
459	4457.853928
460	4457.142652
461	4451.977743
462	4447.489299
463	4444.820098
464	4444.598725
465	4444.003215
466	4439.506152
467	4438.845872
468	4432.934885
469	4432.329479
470	4431.819399
471	4429.698364
472	4428.56563
473	4426.534188
474	4425.993256
475	4421.323425
476	4415.750352
477	4413.71398
478	4412.484045
479	4410.731847
480	4409.05859
481	4408.639802
482	4408.409713
483	4403.619148
484	4399.420868
485	4399.223418
486	4398.627188
487	4398.050906
488	4396.374832
489	4395.933084
490	4391.082493
491	4388.905731
492	4383.748095
493	4383.361937
494	4381.648915
495	4381.271343
496	4381.055682
497	4380.719481
498	4379.409482
499	4374.400941
500	4374.221823
501	4374.016435
502	4372.952349
503	4372.687468
504	4372.520585
505	4372.329352
506	4370.957437
507	4370.448802
508	4370.262755
509	4365.397683
510	4364.671391
511	4364.342906
512	4361.320869
513	4360.102586
514	4359.953031
515	4357.268717
516	4354.755515
517	4349.830097
518	4346.972394
519	4342.981787
520	4342.870015
521	4342.549187
522	4338.076099
523	4337.413522
524	4333.299235
525	4333.109979
526	4332.737293
527	4330.382763
528	4329.107889
529	4328.884334
530	4325.017176
531	4319.97656
532	4315.617509
533	4311.909138
534	4311.476627
535	4311.336304
536	4311.19884
537	4308.26895
538	4308.096077
539	4304.997251
540	4304.867046
541	4302.942202
542	4302.847435
543	4302.18552
544	4302.060832
545	4301.192535
546	4301.071117
547	4300.819855
548	4296.773571
549	4295.918384
550	4291.891428
551	4289.685883
552	4286.425229
553	4286.339427
554	4286.056137
555	4284.694622
556	4283.161018
557	4283.078893
558	4279.90686
559	4279.636746
560	4275.063497
561	4272.326535
562	4271.098744
563	4270.821863
564	4267.451299
565	4265.497348
566	4264.728934
567	4263.300236
568	4261.991095
569	4261.799587
570	4258.516168
571	4256.818798
572	4256.730084
573	4254.683297
574	4252.862744
575	4252.311557
576	4248.751245
577	4248.10929
578	4247.928074
579	4247.808511
580	4247.636238
581	4246.05737
582	4245.471229
583	4244.041036
584	4243.654912
585	4241.821304
586	4240.151425
587	4238.597938
588	4236.210726
589	4232.802155
590	4232.162031
591	4231.756723
592	4228.128789
593	4226.434638
594	4224.104205
595	4223.836342
596	4223.576093
597	4220.428672
598	4218.799645
599	4218.223942
600	4214.364985
601	4213.819738
602	4210.177726
603	4206.678369
604	4205.274254
605	4201.987658
606	4201.625231
607	4199.472197
608	4199.133046
609	4198.982102
610	4196.432015
611	4193.283062
612	4190.353601
613	4190.175791
614	4188.70092
615	4188.555416
616	4186.402164
617	4182.710959
618	4179.971202
619	4178.906134
620	4176.013441
621	4173.741401
622	4169.747274
623	4166.088829
624	4163.117657
625	4162.899638
626	4161.24391
627	4159.244141
628	4159.112516
629	4158.906315
630	4158.782158
631	4156.576703
632	4154.87931
633	4153.010258
634	4149.359459
635	4149.060968
636	4148.930088
637	4145.894206
638	4145.791482
639	4144.438871
640	4144.270718
641	4143.269372
642	4140.628523
643	4139.113661
644	4138.677131
645	4137.917007
646	4135.084306
647	4132.871196
648	4132.674645
649	4130.793244
650	4130.557461
651	4128.29688
652	4127.884863
653	4127.350528
654	4123.916416
655	4120.734233
656	4120.62029
657	4119.202724
658	4118.790474
659	4118.349783
660	4116.584935
661	4115.288685
662	4113.149013
663	4112.173743
664	4111.834978
665	4108.854704
666	4108.46201
667	4107.421468
668	4107.272355
669	4106.415282
670	4103.940184
671	4103.649974
672	4100.49058
673	4097.073309
674	4095.425263
675	4092.917309
676	4089.944224
677	4086.364202
678	4085.3917
679	4083.856049
680	4080.514293
681	4078.060927
682	4077.762226
683	4076.29378
684	4075.946099
685	4075.612788
686	4075.454168
687	4072.704416
688	4070.215716
689	4069.016403
690	4066.169857
691	4065.856261
692	4062.753076
693	4061.806177
694	4060.423676
695	4058.490056
696	4057.906479
697	4057.668834
698	4057.330174
699	4056.048052
700	4054.799545
701	4052.850118
702	4051.494938
703	4050.085424
704	4049.606738
705	4049.537389
706	4049.022235
707	4048.510501
708	4048.408436
709	4046.829711
710	4046.730283
711	4045.146291
712	4044.781773
713	4044.062674
714	4042.362662
715	4041.626092
716	4041.392775
717	4038.462196
718	4038.298617
719	4036.473783
720	4035.648557
721	4033.856804
722	4032.996542
723	4032.462522
724	4029.870696
725	4028.91599
726	4026.114813
727	4023.601453
728	4023.188837
729	4020.51242
730	4019.309399
731	4018.33852
732	4018.015413
733	4017.253944
734	4015.51931
735	4015.493169
736	4014.665145
737	4014.346402
738	4011.868025
739	4011.610589
740	4011.195167
741	4009.06159
742	4008.930331
743	4006.822084
744	4005.936826
745	4004.902331
746	4002.920274
747	4002.626305
748	4001.707105
749	3999.155268
750	3996.531388
751	3994.179184
752	3992.626898
753	3992.565828
754	3989.931862
755	3989.493343
756	3989.217728
757	3988.768949
758	3988.619213
759	3988.50553
760	3986.512214
761	3985.934702
762	3985.729536
763	3985.329646
764	3984.223187
765	3982.475326
766	3980.223357
767	3978.191331
768	3975.858205
769	3973.761654
770	3972.172845
771	3971.624099
772	3971.515864
773	3970.582181
774	3968.521033
775	3967.474725
776	3966.830747
777	3966.308425
778	3965.108184
779	3963.259505
780	3963.06225
781	3963.00369
782	3962.821583
783	3962.143478
784	3959.670398
785	3957.815382
786	3957.69259
787	3956.932425
788	3955.068223
789	3952.722911
790	3952.141923
791	3951.891987
792	3950.548509
793	3950.28008
794	3947.791859
795	3946.296228
796	3945.513914
797	3945.441801
798	3945.278122
799	3944.768264
800	3943.145662
801	3942.519806
802	3942.390394
803	3941.512828
804	3941.490323
805	3940.901088
806	3939.058896
807	3938.960772
808	3938.734238
809	3936.885546
810	3936.711314
811	3936.663801
812	3936.169161
813	3933.967333
814	3931.592502
815	3930.183788
816	3929.720007
817	3927.737662
818	3925.215252
819	3924.486331
820	3922.236399
821	3922.085828
822	3922.08537
823	3921.364461
824	3919.27124
825	3917.856297
826	3916.265396
827	3914.547559
828	3912.825042
829	3911.610756
830	3911.491917
831	3910.439185
832	3910.051837
833	3909.55085
834	3907.944589
835	3906.199015
836	3904.411893
837	3902.645726
838	3902.318192
839	3902.068971
840	3900.646397
841	3900.201767
842	3899.925925
843	3899.761165
844	3899.55905
845	3899.061171
846	3898.238552
847	3897.120656
848	3897.047084
849	3895.070371
850	3893.715478
851	3891.3074
852	3890.060202
853	3889.717835
854	3888.663336
855	3888.505858
856	3886.839463
857	3886.603363
858	3885.928041
859	3885.744781
860	3883.982561
861	3882.399004
862	3880.863263
863	3879.486176
864	3878.60784
865	3877.20185
866	3877.141809
867	3876.957255
868	3875.712267
869	3875.561251
870	3874.767646
871	3872.359294
872	3872.018777
873	3870.491609
874	3870.085425
875	3870.077379
876	3869.929758
877	3869.839262
878	3868.314922
879	3867.956301
880	3867.093399
881	3866.84998
882	3865.938162
883	3865.842352
884	3865.167301
885	3864.166673
886	3861.749876
887	3861.731178
888	3861.655119
889	3860.497047
890	3859.406651
891	3857.412387
892	3856.430695
893	3856.142758
894	3854.721539
895	3853.767775
896	3853.530197
897	3852.92548
898	3852.809575
899	3852.434481
900	3851.023852
901	3849.620814
902	3849.260365
903	3849.233083
904	3848.809699
905	3848.700584
906	3846.500914
907	3844.836422
908	3844.409219
909	3842.803613
910	3842.263982
911	3840.347357
912	3840.008026
913	3838.488125
914	3836.733797
915	3835.301141
916	3833.653633
917	3833.588341
918	3833.406511
919	3833.323668
920	3832.933838
921	3831.984152
922	3831.947302
923	3831.900585
924	3830.301617
925	3829.970627
926	3829.533322
927	3829.258476
928	3826.692553
929	3826.325938
930	3826.052192
931	3825.988581
932	3825.862995
933	3823.75233
934	3821.725912
935	3821.533829
936	3820.847879
937	3820.507579
938	3820.357898
939	3818.562025
940	3816.893144
941	3816.773646
942	3816.686188
943	3816.602743
944	3815.694804
945	3814.602767
946	3814.593078
947	3814.345744
948	3812.732033
949	3812.645454
950	3812.242572
951	3810.868406
952	3809.319344
953	3809.058933
954	3808.725312
955	3808.624618
956	3806.863084
957	3805.598702
958	3805.059912
959	3803.892243
960	3803.708751
961	3803.632088
962	3801.816597
963	3801.111846
964	3800.784909
965	3800.345309
966	3800.296208
967	3798.969084
968	3798.17427
969	3796.850331
970	3795.427639
971	3794.317402
972	3793.902228
973	3792.405093
974	3790.40677
975	3789.683081
976	3787.675872
977	3787.104598
978	3785.477124
979	3785.264305
980	3783.642958
981	3783.257979
982	3782.018905
983	3780.495842
984	3779.860881
985	3777.291448
986	3776.336895
987	3776.277772
988	3774.94367
989	3774.139024
990	3774.079506
991	3773.775475
992	3771.614336
993	3771.059142
994	3771.040679
995	3770.85467
996	3768.673665
997	3767.333213
998	3767.116609
999	3766.84088
