iter	RMSE
351	4705.389548
352	4703.460917
353	4699.586431
354	4695.65605
355	4694.664288
356	4691.933277
357	4685.417238
358	4678.467261
359	4672.114504
360	4670.741475
361	4664.371608
362	4657.504871
363	4656.175886
364	4655.585813
365	4655.061358
366	4654.388814
367	4653.393037
368	4650.70622
369	4650.151512
370	4645.995227
371	4640.007416
372	4636.582671
373	4634.691312
374	4632.476411
375	4626.814654
376	4621.432481
377	4620.654082
378	4620.185719
379	4617.281027
380	4616.153805
381	4615.752816
382	4615.152921
383	4612.103716
384	4610.304608
385	4609.922978
386	4609.49658
387	4606.965651
388	4606.4025
389	4598.532645
390	4593.136542
391	4592.275363
392	4589.885446
393	4582.060836
394	4575.057877
395	4574.57729
396	4574.173448
397	4571.960886
398	4565.887559
399	4565.351236
400	4564.282028
401	4563.356638
402	4556.241535
403	4549.533245
404	4549.088769
405	4543.956028
406	4542.312834
407	4540.119532
408	4539.764266
409	4534.856603
410	4528.478519
411	4526.856915
412	4526.185764
413	4519.877922
414	4518.320748
415	4516.319396
416	4515.347163
417	4509.732361
418	4509.370982
419	4508.85424
420	4508.358577
421	4503.00285
422	4501.520724
423	4495.763212
424	4495.063106
425	4488.532672
426	4486.638488
427	4481.221552
428	4480.538334
429	4476.308594
430	4475.424153
431	4474.971651
432	4474.550471
433	4469.991179
434	4468.722616
435	4467.318933
436	4464.134041
437	4463.824279
438	4459.512458
439	4459.209703
440	4458.881263
441	4453.525688
442	4453.286111
443	4452.971436
444	4451.875304
445	4450.551107
446	4450.161017
447	4449.694176
448	4449.332328
449	4448.924585
450	4448.072967
451	4447.529737
452	4442.412279
453	4441.807972
454	4437.422517
455	4437.14546
456	4436.937759
457	4436.320388
458	4435.992044
459	4431.952473
460	4427.067602
461	4426.449856
462	4425.085097
463	4419.925745
464	4419.627741
465	4418.954208
466	4417.316926
467	4413.24655
468	4411.695191
469	4411.484671
470	4408.629404
471	4408.394037
472	4405.651821
473	4405.025018
474	4403.932379
475	4402.880963
476	4398.39137
477	4393.765471
478	4388.708203
479	4384.93368
480	4383.484597
481	4379.886046
482	4379.43162
483	4374.746146
484	4371.156917
485	4367.909055
486	4367.749219
487	4363.933736
488	4362.973343
489	4362.757316
490	4361.484837
491	4360.274288
492	4357.839044
493	4357.212556
494	4353.661912
495	4353.449705
496	4353.247278
497	4352.796368
498	4352.600785
499	4351.753516
500	4350.610407
501	4350.375125
502	4347.596547
503	4342.313498
504	4339.380413
505	4336.316915
506	4334.735944
507	4330.054987
508	4325.911288
509	4323.455777
510	4323.204512
511	4323.019327
512	4322.782014
513	4320.696563
514	4320.474801
515	4320.179396
516	4318.175517
517	4315.627693
518	4310.628734
519	4310.232171
520	4307.610289
521	4302.321318
522	4297.94782
523	4294.829167
524	4294.590435
525	4294.231472
526	4291.462481
527	4288.144288
528	4287.98261
529	4283.995159
530	4280.870156
531	4278.685304
532	4278.529394
533	4278.377942
534	4277.192023
535	4277.042324
536	4276.896455
537	4276.715981
538	4275.719368
539	4274.0812
540	4273.909255
541	4270.881617
542	4270.253435
543	4269.155131
544	4268.966572
545	4265.995903
546	4264.807013
547	4260.757113
548	4258.074073
549	4257.142954
550	4252.65024
551	4250.393788
552	4249.504012
553	4246.673951
554	4246.383858
555	4246.209399
556	4245.755109
557	4245.373426
558	4243.877938
559	4240.107796
560	4238.732302
561	4237.848739
562	4235.698672
563	4234.280431
564	4230.449239
565	4230.309487
566	4229.848513
567	4229.737116
568	4229.605769
569	4228.639122
570	4228.395879
571	4225.070367
572	4224.72172
573	4224.351875
574	4220.670161
575	4220.337507
576	4216.772642
577	4216.454094
578	4215.311601
579	4214.992471
580	4211.314691
581	4211.012235
582	4209.789725
583	4208.82028
584	4208.56361
585	4207.691604
586	4203.984999
587	4203.889171
588	4203.616572
589	4200.271202
590	4196.369295
591	4194.426915
592	4194.255886
593	4193.997976
594	4193.517683
595	4193.279844
596	4191.483236
597	4187.737823
598	4187.126195
599	4183.486218
600	4181.678539
601	4178.851252
602	4175.466613
603	4174.843859
604	4174.482172
605	4173.845294
606	4172.903548
607	4172.529289
608	4171.707685
609	4168.097819
610	4167.732108
611	4167.324402
612	4166.961467
613	4166.145126
614	4166.049116
615	4165.663303
616	4165.544361
617	4162.574778
618	4159.374536
619	4155.269912
620	4155.18866
621	4153.410612
622	4153.002893
623	4152.63142
624	4150.859613
625	4146.568587
626	4146.476245
627	4143.386678
628	4142.020937
629	4139.320283
630	4137.923916
631	4137.816241
632	4134.543872
633	4133.762915
634	4133.633914
635	4131.845617
636	4131.807899
637	4131.354028
638	4129.675585
639	4125.96292
640	4125.639299
641	4124.712933
642	4122.746232
643	4121.993243
644	4119.532612
645	4116.89279
646	4114.851704
647	4114.078175
648	4111.084817
649	4107.391923
650	4106.118674
651	4103.749109
652	4100.879866
653	4097.65297
654	4096.429852
655	4094.59831
656	4094.065576
657	4093.581392
658	4093.465237
659	4092.767413
660	4089.333391
661	4089.15888
662	4088.348561
663	4085.008822
664	4084.288316
665	4083.621968
666	4081.202989
667	4079.756437
668	4077.194808
669	4075.089804
670	4074.40203
671	4071.266838
672	4070.976095
673	4068.94446
674	4068.067921
675	4065.695426
676	4063.340767
677	4063.138135
678	4063.088871
679	4060.652901
680	4060.277956
681	4057.906068
682	4056.787529
683	4055.167393
684	4052.471475
685	4052.000172
686	4051.747424
687	4051.537525
688	4050.143147
689	4049.967389
690	4047.347064
691	4046.950595
692	4046.706483
693	4045.812093
694	4044.844907
695	4044.532594
696	4044.392336
697	4042.280309
698	4040.726832
699	4040.587921
700	4038.665365
701	4036.671525
702	4036.586029
703	4036.114552
704	4034.324293
705	4033.357658
706	4030.992851
707	4027.748905
708	4026.952742
709	4025.95615
710	4023.699013
711	4023.62956
712	4023.421494
713	4020.648587
714	4020.042964
715	4018.611628
716	4015.976564
717	4012.778349
718	4010.550696
719	4010.055279
720	4008.054112
721	4006.240265
722	4003.054482
723	4001.169728
724	3999.256772
725	3998.256605
726	3997.192213
727	3996.278648
728	3994.691336
729	3994.526874
730	3994.453768
731	3994.149554
732	3992.886243
733	3992.266704
734	3992.229475
735	3991.458638
736	3991.211358
737	3991.173162
738	3990.712594
739	3989.392404
740	3989.210142
741	3987.624578
742	3987.214845
743	3986.906647
744	3985.646484
745	3985.378787
746	3984.750238
747	3984.506291
748	3981.625999
749	3978.52055
750	3978.25248
751	3977.645845
752	3975.118482
753	3974.707545
754	3973.068132
755	3972.214139
756	3970.658288
757	3968.870656
758	3968.12046
759	3967.448126
760	3965.202101
761	3965.154536
762	3963.733303
763	3961.558728
764	3959.209281
765	3958.494747
766	3958.369697
767	3955.752858
768	3954.767675
769	3954.61089
770	3952.803582
771	3950.561323
772	3948.839385
773	3947.211212
774	3946.673062
775	3945.81154
776	3943.302622
777	3942.982965
778	3940.156661
779	3939.362157
780	3939.163454
781	3937.202442
782	3935.412929
783	3935.139356
784	3932.584017
785	3931.705324
786	3931.602227
787	3931.449632
788	3927.938464
789	3925.448436
790	3925.163789
791	3923.710752
792	3923.020017
793	3922.611089
794	3922.176713
795	3921.398883
796	3921.213811
797	3920.750683
798	3920.679506
799	3920.562033
800	3919.728709
801	3919.605777
802	3917.419482
803	3917.282905
804	3916.978039
805	3916.93066
806	3916.372424
807	3915.638229
808	3915.608133
809	3913.641733
810	3912.247923
811	3910.510577
812	3908.181597
813	3907.893442
814	3905.200179
815	3904.993443
816	3903.036738
817	3902.702003
818	3901.925348
819	3901.89109
820	3901.342772
821	3898.958398
822	3897.700716
823	3896.413084
824	3895.417036
825	3894.789335
826	3892.994311
827	3890.899654
828	3888.983851
829	3886.797925
830	3885.757901
831	3885.096551
832	3884.929044
833	3883.847808
834	3882.805711
835	3882.455309
836	3882.134046
837	3881.864502
838	3880.410265
839	3879.245065
840	3878.691222
841	3877.991626
842	3877.94894
843	3877.032451
844	3875.675075
845	3873.898153
846	3871.321864
847	3871.201915
848	3870.736813
849	3867.745865
850	3867.414817
851	3867.398911
852	3867.30185
853	3864.884207
854	3863.919086
855	3862.257804
856	3861.759071
857	3860.458486
858	3857.447607
859	3855.707549
860	3854.197168
861	3853.603285
862	3852.178951
863	3849.999609
864	3849.584356
865	3849.307628
866	3847.381125
867	3846.361075
868	3845.494264
869	3843.716055
870	3841.811796
871	3840.50578
872	3840.331529
873	3839.955883
874	3837.908189
875	3837.504287
876	3837.368088
877	3836.256597
878	3836.181567
879	3836.14468
880	3835.871607
881	3835.493043
882	3835.404006
883	3833.968631
884	3833.940115
885	3833.30735
886	3833.028691
887	3831.406313
888	3829.447062
889	3828.201757
890	3827.082181
891	3826.95362
892	3824.933161
893	3824.301277
894	3824.179853
895	3823.736633
896	3822.775045
897	3820.662313
898	3820.28924
899	3820.144443
900	3819.806117
901	3818.827036
902	3817.785086
903	3816.537452
904	3814.614219
905	3814.398866
906	3814.000558
907	3813.51456
908	3812.321856
909	3810.722749
910	3810.631012
911	3810.127543
912	3809.395979
913	3807.093149
914	3806.907934
915	3806.559522
916	3804.371707
917	3803.13074
918	3801.975724
919	3801.942883
920	3800.275928
921	3799.404812
922	3797.766928
923	3797.54393
924	3796.425589
925	3796.142282
926	3796.046559
927	3795.855081
928	3794.809754
929	3792.592476
930	3790.108147
931	3789.417434
932	3788.74493
933	3788.318598
934	3787.794853
935	3787.649957
936	3786.544495
937	3786.324551
938	3785.976479
939	3784.699897
940	3782.794161
941	3782.571486
942	3782.503078
943	3782.25165
944	3779.895932
945	3779.258545
946	3779.051251
947	3776.820113
948	3774.432578
949	3772.146212
950	3770.502496
951	3769.50035
952	3769.150871
953	3769.063461
954	3766.552307
955	3766.329434
956	3764.303351
957	3762.26169
958	3761.570269
959	3760.227977
960	3758.843065
961	3758.455314
962	3756.419175
963	3755.37245
964	3755.266881
965	3755.107915
966	3753.809597
967	3752.288761
968	3750.906456
969	3748.704392
970	3747.718501
971	3746.865304
972	3746.145317
973	3745.895091
974	3745.823251
975	3745.500677
976	3745.083835
977	3744.971823
978	3743.766638
979	3743.731748
980	3742.269337
981	3741.126609
982	3741.099824
983	3739.909597
984	3737.947965
985	3736.326403
986	3735.777526
987	3735.449537
988	3734.954984
989	3734.129785
990	3734.083285
991	3732.647461
992	3732.598782
993	3732.338822
994	3731.020694
995	3730.142655
996	3728.897103
997	3727.707737
998	3727.646859
999	3724.900387
